Date,Price_Per_Barrel (USD) ,Price_Per_Liter (USD),Fuel_Type,Import_Volume (Barrels),Transportation_Cost (USD),Taxes (%),Storage_Cost (USD),Exchange_Rate_Fluctuations (%),Seasonal_Demand_Variations (Scale)
2014-11-03 00:00:00,78.77,0.495408805,Petroleum,11644,22.13,6.99,8.72,-1.16,2.6
2014-10-31 00:00:00,80.53,0.506477987,Gas,11263,19.21,10.67,15.1,0.6,6.05
2014-10-30 00:00:00,81.06,0.509811321,Oil,13992,42.03,14.9,10.3,-1.38,8.66
2014-10-29 00:00:00,82.25,0.517295597,Petroleum,12956,13.9,6.47,8.27,2.65,8.29
2014-10-28 00:00:00,81.36,0.511698113,Oil,13161,24.24,9.96,5.09,2.26,3.02
2014-10-27 00:00:00,81.26,0.511069182,Petroleum,13829,46.5,8.99,9.53,1.68,3.66
2014-10-24 00:00:00,81.27,0.511132075,Gas,11836,36.51,12.32,6.11,-0.09,6.94
2014-10-23 00:00:00,82.81,0.52081761,Petroleum,13628,18.97,8.32,13.75,-1.4,4.14
2014-10-22 00:00:00,80.52,0.506415094,Gas,15105,34.79,10.81,6.04,-1.33,6.33
2014-10-21 00:00:00,83.25,0.523584906,Petroleum,9691,42.6,10.13,13.69,2.78,1.14
2014-10-20 00:00:00,82.76,0.520503145,Petroleum,17248,48.53,12.48,6.12,2.73,3.93
2014-10-17 00:00:00,82.8,0.520754717,Petroleum,7128,14.13,7.06,8.45,-2.1,6.47
2014-10-16 00:00:00,82.33,0.517798742,Petroleum,12450,28.85,14.16,7.43,-1.28,6.37
2014-10-15 00:00:00,81.82,0.514591195,Petroleum,11326,43.64,13.78,11.17,-2.54,2.99
2014-10-14 00:00:00,81.72,0.513962264,Petroleum,7830,29.75,11.78,15.31,-1.14,1.43
2014-10-13 00:00:00,85.73,0.53918239,Petroleum,17148,21.87,9.34,9.69,-1.09,4.47
2014-10-10 00:00:00,85.87,0.540062893,Petroleum,17223,28.95,7.2,5.85,-2.97,4.38
2014-10-09 00:00:00,85.76,0.539371069,Oil,5338,36.24,7.33,12.47,1.69,2.82
2014-10-08 00:00:00,87.29,0.548993711,Gas,12360,25.23,11.84,8.01,-2.63,9.79
2014-10-07 00:00:00,88.89,0.559056604,Petroleum,12587,27.37,14.89,15.96,2.45,5.7
2014-10-06 00:00:00,90.33,0.568113208,Petroleum,8783,48.3,5.34,18.77,0.43,4.04
2014-10-03 00:00:00,89.76,0.564528302,Petroleum,8289,36.67,10.6,14.4,0.81,9.58
2014-10-02 00:00:00,91.02,0.57245283,Oil,8637,12.31,5.68,17.62,2.59,1.18
2014-10-01 00:00:00,90.74,0.570691824,Gas,18854,45.8,12.72,12.37,-2.34,7.79
2014-09-30 00:00:00,91.17,0.573396226,Petroleum,7430,34.36,7.77,8.27,1.66,4.82
2014-09-29 00:00:00,94.53,0.594528302,Petroleum,7971,34.67,9.45,13.74,-0.42,2.84
2014-09-26 00:00:00,95.55,0.600943396,Oil,10662,22.49,14.14,15.38,-1.19,3.85
2014-09-25 00:00:00,93.59,0.588616352,Oil,6806,17.48,7.06,17.31,1.87,3.17
2014-09-24 00:00:00,93.6,0.588679245,Oil,12439,10.74,10.18,18.15,2.96,6.85
2014-09-23 00:00:00,91.55,0.575786164,Petroleum,7976,22.22,13.31,7.33,2.55,6.55
2014-09-22 00:00:00,91.46,0.575220126,Petroleum,10850,33.68,14.1,15.18,-0.83,1.4
2014-09-19 00:00:00,92.43,0.581320755,Petroleum,17939,10.61,11.43,7.22,1.85,6.84
2014-09-18 00:00:00,93.07,0.585345912,Petroleum,10569,24.37,7.33,18.66,0.57,7.84
2014-09-17 00:00:00,94.33,0.59327044,Gas,7051,45.33,5.29,14.57,1.78,9.96
2014-09-16 00:00:00,94.91,0.596918239,Petroleum,10944,43.85,12.61,10.47,-0.58,6.25
2014-09-15 00:00:00,92.86,0.584025157,Petroleum,6112,23.45,10.26,10.04,1.17,5.81
2014-09-12 00:00:00,92.18,0.579748428,Petroleum,12096,33.99,9.91,18.05,0.87,1.04
2014-09-11 00:00:00,92.89,0.584213836,Petroleum,5071,41.87,9.01,19.78,0.96,9.77
2014-09-10 00:00:00,91.71,0.576792453,Petroleum,9848,12.42,6.06,12.22,2.47,1.04
2014-09-09 00:00:00,92.73,0.583207547,Oil,7880,41.42,12.8,17.22,-2.82,6.45
2014-09-08 00:00:00,92.64,0.582641509,Petroleum,18457,31.34,6.1,18.03,2.58,5.31
2014-09-05 00:00:00,93.32,0.586918239,Gas,11772,49.44,6.34,13.31,-1.68,9.57
2014-09-04 00:00:00,94.51,0.594402516,Oil,12310,49.84,14.1,16.9,0.68,4.48
2014-09-03 00:00:00,95.5,0.600628931,Gas,7109,12.53,14.78,12.61,1.44,2.59
2014-09-02 00:00:00,92.92,0.584402516,Gas,8748,48.74,8.92,12.73,2.9,4.01
2014-09-01 00:00:00,0,0,Petroleum,7578,12.3,10.36,12.37,2.05,5.07
2014-08-29 00:00:00,97.86,0.615471698,Petroleum,5383,24.59,6.41,18.18,1.59,6.88
2014-08-28 00:00:00,96.44,0.606540881,Gas,13369,44.77,10.76,12.73,-2.95,8.69
2014-08-27 00:00:00,95.82,0.602641509,Oil,12287,20.13,14.9,18.98,-1.3,1.33
2014-08-26 00:00:00,95.78,0.602389937,Petroleum,19277,49.89,12.42,15.97,2.11,7.43
2014-08-25 00:00:00,95.39,0.599937107,Petroleum,15342,45.07,7.14,10.35,1.77,6.14
2014-08-22 00:00:00,93.61,0.588742138,Petroleum,7612,15.42,6.87,15.53,2.55,8.29
2014-08-21 00:00:00,93.97,0.591006289,Petroleum,14357,15.57,12.15,16.02,0.23,6.62
2014-08-20 00:00:00,96.4,0.606289308,Petroleum,19910,22.63,12.58,18.44,-1.88,5.26
2014-08-19 00:00:00,94.35,0.593396226,Gas,7277,34.99,10.68,18.5,2.63,7.4
2014-08-18 00:00:00,96.44,0.606540881,Gas,14845,33.31,11.45,13.65,1.18,9.76
2014-08-15 00:00:00,97.3,0.611949686,Oil,9660,34.96,12.29,6.79,1.72,3.22
2014-08-14 00:00:00,95.54,0.600880503,Petroleum,10050,36.67,14.6,10.46,-0.07,3.51
2014-08-13 00:00:00,97.57,0.613647799,Oil,9789,18.71,14.78,5.74,2.84,9.25
2014-08-12 00:00:00,97.36,0.612327044,Gas,8276,36.28,8.45,6.96,-1.07,7.55
2014-08-11 00:00:00,98.09,0.616918239,Oil,18166,18.52,7.43,18.08,2.16,8.96
2014-08-08 00:00:00,97.61,0.613899371,Gas,9868,49.24,5.73,10.46,2.78,7.75
2014-08-07 00:00:00,97.34,0.612201258,Oil,9929,10.69,8,12.09,1.28,6.73
2014-08-06 00:00:00,96.93,0.609622642,Petroleum,8750,34.41,13.73,10.37,2.47,3.34
2014-08-05 00:00:00,97.34,0.612201258,Oil,13575,19.96,6.88,13.61,1.34,2.39
2014-08-04 00:00:00,98.26,0.617987421,Gas,8078,41.77,12.58,12.24,1.34,2.07
2014-08-01 00:00:00,97.86,0.615471698,Oil,7509,34.61,7.62,18.91,1.35,6.95
2014-07-31 00:00:00,98.23,0.617798742,Oil,16698,37.81,6.68,9.03,-1.08,6.55
2014-07-30 00:00:00,104.29,0.65591195,Gas,17769,29.16,13.61,14.73,-0.34,5.22
2014-07-29 00:00:00,104.91,0.659811321,Gas,16348,49.17,10.41,7.34,0.49,1.61
2014-07-28 00:00:00,105.68,0.664654088,Oil,15566,47.94,5.12,17.89,2.43,8.58
2014-07-25 00:00:00,105.23,0.661823899,Oil,16404,47.58,7.58,12.11,-2.82,9.58
2014-07-24 00:00:00,102.76,0.646289308,Petroleum,14292,16.41,12.25,5.82,-1.41,4.3
2014-07-23 00:00:00,103.81,0.652893082,Petroleum,9536,41.37,14.93,13.94,0.58,4.88
2014-07-22 00:00:00,104.59,0.657798742,Petroleum,10850,15.58,14.63,11.37,-2.45,6.31
2014-07-21 00:00:00,105.34,0.662515723,Gas,13074,45.6,11.73,6.28,-2.18,4.63
2014-07-18 00:00:00,103.83,0.653018868,Petroleum,17217,34.17,11.07,13.99,-2.84,6.41
2014-07-17 00:00:00,103.84,0.653081761,Gas,5684,33.49,8.94,7.71,1.39,7.9
2014-07-16 00:00:00,101.88,0.640754717,Oil,15073,37.93,9.4,7.98,-2.98,1.87
2014-07-15 00:00:00,100.56,0.63245283,Oil,16762,38.53,14.79,14.71,1.69,7.41
2014-07-14 00:00:00,101.73,0.639811321,Oil,15433,32.9,14.6,8.38,0.36,5.8
2014-07-11 00:00:00,101.48,0.638238994,Gas,17158,17.99,12.63,12.67,0.8,3.27
2014-07-10 00:00:00,103.61,0.65163522,Gas,14900,30.25,13.84,13.62,2.63,2.16
2014-07-09 00:00:00,102.93,0.647358491,Petroleum,7077,35.57,7.22,7.7,2.55,8.72
2014-07-08 00:00:00,104.06,0.654465409,Petroleum,10493,40.72,12.89,14.06,-1.4,4.95
2014-07-07 00:00:00,104.19,0.655283019,Petroleum,12009,45.68,7.23,17.23,-0.58,9.3
2014-07-04 00:00:00,0,0,Oil,14210,49.94,9.91,10.8,0.86,8.35
2014-07-03 00:00:00,104.76,0.658867925,Gas,8979,16.69,8.43,12.01,2.74,6.26
2014-07-02 00:00:00,105.18,0.661509434,Gas,6455,44.65,13.43,18.79,1.09,3.45
2014-07-01 00:00:00,106.06,0.667044025,Gas,16057,18.81,12.34,17.34,1.92,3.91
2014-06-30 00:00:00,106.07,0.667106918,Petroleum,13064,25.97,12.2,5.16,-1.88,4.29
2014-06-27 00:00:00,106.46,0.669559748,Gas,5662,29.36,5.37,19.06,1.63,8.91
2014-06-26 00:00:00,106.49,0.669748428,Petroleum,10176,14.76,6.62,9.74,-2.46,5.97
2014-06-25 00:00:00,107.04,0.673207547,Oil,19412,44.83,12.63,5.45,0.29,8.95
2014-06-24 00:00:00,106.64,0.670691824,Oil,13294,22.43,13.86,13.73,-0.79,1.18
2014-06-23 00:00:00,106.83,0.671886792,Gas,16282,46.14,14.83,12.29,-1.33,4.04
2014-06-20 00:00:00,107.95,0.678930818,Petroleum,16959,19.59,7.29,6.58,-0.45,7.34
2014-06-19 00:00:00,107.08,0.673459119,Gas,14885,39.94,11.38,8.28,2.02,4.22
2014-06-18 00:00:00,106.64,0.670691824,Petroleum,11723,23.03,6.4,13.27,-0.84,8.86
2014-06-17 00:00:00,106.95,0.672641509,Oil,5820,49.37,8.17,12.94,2.36,9.77
2014-06-16 00:00:00,107.52,0.676226415,Oil,18393,25.15,6.41,10.12,-1.45,7.86
2014-06-13 00:00:00,107.49,0.676037736,Gas,10206,45.15,14.95,8.45,-0.3,2.29
2014-06-12 00:00:00,107.2,0.674213836,Gas,19972,10.33,10.26,11.04,-2.67,8.11
2014-06-11 00:00:00,105.04,0.660628931,Oil,6202,10.89,8,11.27,0.93,3.96
2014-06-10 00:00:00,105.02,0.660503145,Gas,12463,24.96,9.92,16.16,-2.86,9.52
2014-06-09 00:00:00,105.09,0.660943396,Oil,8362,33.45,10.05,16.51,0.93,7.73
2014-06-06 00:00:00,103.32,0.649811321,Petroleum,8444,33.46,10.4,15.48,1.89,9.71
2014-06-05 00:00:00,103.17,0.648867925,Oil,5744,48.92,11.77,16.69,-2.91,6.83
2014-06-04 00:00:00,103.27,0.649496855,Gas,14281,14.86,12.61,8.31,-0.62,1.38
2014-06-03 00:00:00,103.34,0.649937107,Oil,11375,20.8,7.71,10.2,0.87,2.57
2014-06-02 00:00:00,103.07,0.648238994,Petroleum,14362,16.48,9.11,9.27,-2.46,7.07
2014-05-30 00:00:00,103.4,0.650314465,Petroleum,8831,43.43,13.18,14.61,-2.37,9.75
2014-05-29 00:00:00,104.26,0.65572327,Oil,14485,49.67,6.63,5.74,-1.38,2.46
2014-05-28 00:00:00,103.37,0.650125786,Oil,5661,34.12,5.09,13.58,-2.46,4.7
2014-05-27 00:00:00,104.78,0.658993711,Gas,18344,43.79,8.73,13.97,2.21,7.9
2014-05-26 00:00:00,0,0,Gas,17651,13.45,12.07,8.59,2.63,6.84
2014-05-23 00:00:00,105.01,0.660440252,Gas,16206,45.53,12.35,9.69,-0.07,7.64
2014-05-22 00:00:00,104.03,0.65427673,Petroleum,11103,35.7,11.44,18.45,-2.38,2.32
2014-05-21 00:00:00,104.31,0.656037736,Petroleum,14211,32.11,14.32,12.56,-2.41,8.56
2014-05-20 00:00:00,102.8,0.646540881,Gas,14929,33.08,8.85,12.77,-2.76,6.16
2014-05-19 00:00:00,102.95,0.647484277,Gas,18657,11.31,8.78,14.07,-0.18,4.97
2014-05-16 00:00:00,102.31,0.643459119,Gas,8028,39.56,10.43,14.07,2.31,5.17
2014-05-15 00:00:00,101.74,0.639874214,Oil,17382,38.28,11.12,10.4,2.8,9.46
2014-05-14 00:00:00,102.63,0.645471698,Petroleum,13148,12.69,12.81,14.59,-0.16,1.51
2014-05-13 00:00:00,102.01,0.641572327,Gas,9919,20.21,13.39,10.35,-1.48,5.56
2014-05-12 00:00:00,100.89,0.634528302,Petroleum,14576,26.22,6.6,9.05,-1.44,8.49
2014-05-09 00:00:00,100.32,0.630943396,Oil,9381,39.34,10.13,12.41,-1.49,8.94
2014-05-08 00:00:00,100.52,0.632201258,Petroleum,7368,14.76,6.09,19.89,1.49,4.29
2014-05-07 00:00:00,101.06,0.635597484,Gas,11995,40.72,12.12,19.29,-1.05,6.26
2014-05-06 00:00:00,99.81,0.627735849,Gas,13750,33.09,8.31,6.06,-2.24,5.1
2014-05-05 00:00:00,99.74,0.627295597,Petroleum,15240,41.64,14.64,14.39,-0.92,1.94
2014-05-02 00:00:00,100.09,0.629496855,Gas,11503,33.55,8.4,6.25,-0.8,4.05
2014-05-01 00:00:00,99.69,0.626981132,Petroleum,16451,30.8,9.37,16.85,-0.35,3.08
2014-04-30 00:00:00,100.07,0.629371069,Gas,17854,14.52,6.03,12.87,-1.8,9.13
2014-04-29 00:00:00,101.56,0.638742138,Petroleum,18242,43.86,11.52,7.39,1.57,5.91
2014-04-28 00:00:00,101.13,0.636037736,Petroleum,16991,35.42,7.35,13.64,1.32,1.64
2014-04-25 00:00:00,100.85,0.63427673,Oil,9358,48.17,10.41,10.58,-2.48,7.59
2014-04-24 00:00:00,102.2,0.642767296,Oil,19444,22.32,6.24,15.58,-1.25,1.42
2014-04-23 00:00:00,101.47,0.638176101,Gas,19906,18.25,7.2,10.84,-1.18,4
2014-04-22 00:00:00,101.69,0.639559748,Gas,6661,11.28,14.04,7.42,2.13,9.04
2014-04-21 00:00:00,104.35,0.656289308,Petroleum,5065,44.83,8.43,12.19,-0.78,6.95
2014-04-18 00:00:00,0,0,Gas,14838,23.25,7.97,14.07,-2.78,6.95
2014-04-17 00:00:00,104.33,0.656163522,Oil,18807,21.44,5.42,14.83,-0.1,6.83
2014-04-16 00:00:00,103.71,0.652264151,Gas,18776,17.18,14.34,19.72,0.02,5.94
2014-04-15 00:00:00,103.7,0.652201258,Oil,19022,25.13,9.51,6.97,1.1,5.76
2014-04-14 00:00:00,104.05,0.654402516,Oil,5050,33.42,10.08,17.2,1.16,4.15
2014-04-11 00:00:00,103.68,0.652075472,Oil,12447,30.07,13.38,6.46,-2.17,2.59
2014-04-10 00:00:00,103.37,0.650125786,Gas,16217,38.98,5.1,11.89,-1.23,2.31
2014-04-09 00:00:00,103.55,0.651257862,Petroleum,10478,22.55,6.97,17.1,-0.9,3.67
2014-04-08 00:00:00,102.57,0.64509434,Gas,18073,15.07,6.1,14.14,-1.5,1.65
2014-04-07 00:00:00,100.43,0.63163522,Oil,14216,16.5,8.13,19.64,-2.78,4.84
2014-04-04 00:00:00,101.16,0.636226415,Gas,10909,13.46,10.7,15.93,-0.7,5.65
2014-04-03 00:00:00,100.29,0.630754717,Oil,6812,30.69,14.21,19.07,-0.65,4.26
2014-04-02 00:00:00,99.6,0.626415094,Oil,12730,25.73,5.71,8.71,2.5,9.96
2014-04-01 00:00:00,99.69,0.626981132,Petroleum,7355,26.73,11.27,17.38,2.74,5.34
2014-03-31 00:00:00,101.57,0.638805031,Gas,6651,20.26,7.22,5.19,-1.72,7.27
2014-03-28 00:00:00,101.73,0.639811321,Gas,13828,47.29,12.94,15.3,1,5.57
2014-03-27 00:00:00,101.25,0.636792453,Gas,13547,28.59,5.89,11.91,-1.51,4.93
2014-03-26 00:00:00,100.61,0.632767296,Petroleum,8393,47.93,8.69,12.57,0,6.52
2014-03-25 00:00:00,99.66,0.626792453,Petroleum,19520,23.06,11.38,8.92,-0.03,4.55
2014-03-24 00:00:00,100.05,0.629245283,Petroleum,7357,30.58,8.53,12.85,-2.21,6.5
2014-03-21 00:00:00,99.97,0.628742138,Oil,9354,18.03,14.07,13.15,-0.91,7.52
2014-03-20 00:00:00,99.68,0.626918239,Oil,6151,19.91,6.85,8.33,-0.18,4.25
2014-03-19 00:00:00,100.71,0.633396226,Petroleum,19862,12.57,10.06,18.82,-0.06,3.02
2014-03-18 00:00:00,100.08,0.629433962,Petroleum,7600,45.32,5.26,7.98,0.05,9.29
2014-03-17 00:00:00,98.43,0.619056604,Gas,19465,34.21,8.13,8.21,1.98,1.65
2014-03-14 00:00:00,99.23,0.62408805,Gas,15757,25.15,8.15,5.86,-1.08,3.06
2014-03-13 00:00:00,98.57,0.619937107,Oil,14647,26.04,9.05,19.28,1.11,2.49
2014-03-12 00:00:00,98.29,0.618176101,Gas,17005,43.29,6.61,5.39,1.33,3.2
2014-03-11 00:00:00,100.29,0.630754717,Oil,9535,39.56,8.41,8.28,2.14,5.25
2014-03-10 00:00:00,101.39,0.637672956,Gas,17380,44.57,9.07,13.22,-2.29,4.9
2014-03-07 00:00:00,102.82,0.646666667,Oil,9324,17.25,9.11,6.47,-0.11,8.13
2014-03-06 00:00:00,101.82,0.640377358,Gas,7909,12.9,10.61,16.21,-1.52,3.87
2014-03-05 00:00:00,101.75,0.639937107,Gas,14877,31.89,8.82,8.89,2.36,1.02
2014-03-04 00:00:00,103.64,0.651823899,Oil,10460,13.22,10.87,12.1,0.27,8.76
2014-03-03 00:00:00,105.34,0.662515723,Gas,14060,30.11,7.68,6.82,0.3,6.72
2014-02-28 00:00:00,102.88,0.647044025,Oil,11183,23.15,5.8,8.6,1.43,7.08
2014-02-27 00:00:00,102.68,0.645786164,Oil,11508,30.94,10.45,15.58,-1.14,5.2
2014-02-26 00:00:00,102.93,0.647358491,Gas,8406,31.34,11.01,15.73,-0.29,2.03
2014-02-25 00:00:00,102.2,0.642767296,Oil,17867,20.8,12.77,19.08,0.36,3.3
2014-02-24 00:00:00,103.17,0.648867925,Gas,11967,17.32,8.62,17.61,-0.49,7.9
2014-02-21 00:00:00,102.53,0.644842767,Oil,13088,47.4,12.36,19.42,0.62,1.1
2014-02-20 00:00:00,103.2,0.649056604,Gas,5963,29.54,6.85,12.39,0.4,1.2
2014-02-19 00:00:00,103.46,0.650691824,Oil,15104,27.08,14.99,15.94,-2.27,2.24
2014-02-18 00:00:00,102.54,0.64490566,Gas,18517,31.9,9.47,12.75,0.63,6.7
2014-02-17 00:00:00,0,0,Petroleum,9975,26.66,14.97,5.37,-0.68,5.18
2014-02-14 00:00:00,100.31,0.630880503,Gas,16443,16.74,10.06,11.75,-1.36,8.84
2014-02-13 00:00:00,100.27,0.630628931,Gas,11516,25.29,8.01,15.75,0.09,2.41
2014-02-12 00:00:00,100.38,0.631320755,Gas,6148,32.01,11.26,16.9,2.18,8.19
2014-02-11 00:00:00,99.96,0.628679245,Petroleum,10246,25.32,13.2,8.84,0.89,1.78
2014-02-10 00:00:00,100.12,0.629685535,Petroleum,16535,46.79,12.49,17.79,1.63,1.8
2014-02-07 00:00:00,99.98,0.628805031,Petroleum,15179,32.6,7.61,10.8,-0.97,5.6
2014-02-06 00:00:00,97.84,0.615345912,Gas,18244,46.28,10.5,9.82,-0.75,1.39
2014-02-05 00:00:00,97.4,0.612578616,Gas,15734,10.74,12.3,10.59,-2.11,5.03
2014-02-04 00:00:00,97.24,0.611572327,Oil,18369,27.59,14.58,9.44,0.96,1.2
2014-02-03 00:00:00,96.44,0.606540881,Gas,17203,26.24,12.43,19.22,1.32,2.99
2014-01-31 00:00:00,97.55,0.613522013,Gas,17505,16.47,8.11,13.33,0.55,7.43
2014-01-30 00:00:00,98.25,0.617924528,Petroleum,12038,46.13,6.48,18.51,-2.98,3.55
2014-01-29 00:00:00,97.34,0.612201258,Gas,15766,11.94,11.17,6.62,-0.84,3.6
2014-01-28 00:00:00,97.49,0.613144654,Oil,17739,28.09,6.08,15.06,2.91,8.48
2014-01-27 00:00:00,95.82,0.602641509,Petroleum,10745,44.52,7.24,7.18,1.89,7
2014-01-24 00:00:00,96.66,0.607924528,Petroleum,15833,16.7,5.34,18.46,0,6.48
2014-01-23 00:00:00,97.23,0.611509434,Oil,9092,42.22,6.94,5.21,0.52,7.75
2014-01-22 00:00:00,96.35,0.605974843,Gas,17273,11.31,9.94,6.5,-1.53,9.81
2014-01-21 00:00:00,94.51,0.594402516,Petroleum,10028,42.73,9,10.35,-2.78,1.93
2014-01-20 00:00:00,0,0,Gas,6269,38.92,12.79,6.64,2.38,1.98
2014-01-17 00:00:00,93.96,0.590943396,Oil,19782,34.93,8.59,6.9,1.03,6.07
2014-01-16 00:00:00,93.54,0.588301887,Petroleum,13395,37.52,5.71,13.54,-2.56,5.2
2014-01-15 00:00:00,93.78,0.589811321,Oil,16742,32.12,10.1,10.45,-1.84,2.95
2014-01-14 00:00:00,92.15,0.579559748,Petroleum,18326,20.3,8.26,15.25,-2.46,5.81
2014-01-13 00:00:00,91.45,0.575157233,Oil,12902,30.88,8.48,16.56,-2.1,7.55
2014-01-10 00:00:00,92.39,0.581069182,Oil,10776,19.4,11.11,16.35,-2.88,3.76
2014-01-09 00:00:00,91.36,0.574591195,Petroleum,10469,11.53,13,11.76,2.76,9.05
2014-01-08 00:00:00,91.9,0.577987421,Oil,9357,21.45,14.27,17.59,1.56,6.5
2014-01-07 00:00:00,93.31,0.586855346,Petroleum,13657,28.53,13.19,18.14,-2.19,4.93
2014-01-06 00:00:00,93.12,0.585660377,Gas,12687,20.61,10.65,15.05,1.08,1.97
2014-01-03 00:00:00,93.66,0.589056604,Gas,5556,19.79,12.25,12.81,2.76,7.8
2014-01-02 00:00:00,95.14,0.59836478,Gas,11273,40.94,14.52,17.62,0.9,2.66
2014-01-01 00:00:00,0,0,Oil,15202,15.77,7.68,16.78,0.33,8.12
2013-12-31 00:00:00,98.17,0.617421384,Petroleum,16819,30.28,11.58,12.59,-0.83,8.63
2013-12-30 00:00:00,98.9,0.622012579,Petroleum,15686,45.52,8.23,9.01,2.59,3.91
2013-12-27 00:00:00,99.94,0.628553459,Petroleum,5096,12.31,10.58,15.61,2.26,3.16
2013-12-26 00:00:00,99.18,0.623773585,Petroleum,19113,21.74,12.2,15.2,-2.98,4.7
2013-12-25 00:00:00,0,0,Gas,15844,21.19,9.89,15.74,-1.4,5.02
2013-12-24 00:00:00,98.87,0.621823899,Gas,17414,26.98,10.31,19.67,1.79,9.71
2013-12-23 00:00:00,98.62,0.620251572,Oil,11429,25.18,8.59,14.11,-1.61,5.1
2013-12-20 00:00:00,99.11,0.623333333,Oil,9043,31.75,9.48,19.67,-2.98,7.42
2013-12-19 00:00:00,98.4,0.618867925,Oil,15226,24.01,12.7,17.68,-2.83,7.85
2013-12-18 00:00:00,97.59,0.613773585,Oil,17830,37.93,5.26,7.81,-2.86,6.09
2013-12-17 00:00:00,96.99,0.61,Gas,11227,17.49,13.28,11.61,1.65,8.25
2013-12-16 00:00:00,97.18,0.611194969,Gas,9576,44.2,12.23,19.7,-0.97,7.04
2013-12-13 00:00:00,96.27,0.605471698,Petroleum,19093,41.73,9.19,19.89,-0.01,6.87
2013-12-12 00:00:00,97.21,0.611383648,Oil,16772,37.02,7.29,9.41,2.16,6.39
2013-12-11 00:00:00,97.25,0.61163522,Oil,5710,14.59,5.13,14.99,2.25,3.57
2013-12-10 00:00:00,98.32,0.61836478,Petroleum,11819,48.09,12.53,8.47,0.46,1.17
2013-12-09 00:00:00,97.1,0.610691824,Oil,7577,46.55,12.05,18.56,-0.41,6.97
2013-12-06 00:00:00,97.48,0.613081761,Gas,6836,13.45,11.12,17.26,2.91,2.62
2013-12-05 00:00:00,97.14,0.610943396,Gas,18583,16.46,9.77,12.63,0.69,5.54
2013-12-04 00:00:00,96.97,0.609874214,Gas,12383,10.06,13.59,10.06,0.58,2.69
2013-12-03 00:00:00,95.83,0.602704403,Oil,19386,17.28,8.18,11.15,-0.75,7.89
2013-12-02 00:00:00,93.61,0.588742138,Oil,14294,40.74,11.82,8.82,0.87,1.43
2013-11-29 00:00:00,92.55,0.582075472,Petroleum,5373,41.54,14.76,10.96,0.64,3.93
2013-11-28 00:00:00,0,0,Petroleum,17498,25.14,8.86,18.4,1.33,5.04
2013-11-27 00:00:00,92.05,0.578930818,Gas,5673,25.26,11.82,7.97,0.92,5.71
2013-11-26 00:00:00,93.41,0.587484277,Oil,17261,15.22,14.98,18.34,2.4,6.88
2013-11-25 00:00:00,93.86,0.590314465,Oil,5612,33.56,7.06,11.56,1.92,4.29
2013-11-22 00:00:00,94.53,0.594528302,Oil,12889,24.52,12.35,13.18,0.23,9.34
2013-11-21 00:00:00,95.35,0.599685535,Petroleum,16533,37.21,13.7,5.29,-1.3,6.79
2013-11-20 00:00:00,93.34,0.587044025,Petroleum,14578,15.54,6.75,14.63,1.62,6.71
2013-11-19 00:00:00,93.35,0.587106918,Petroleum,18328,25.11,5.7,12.54,-0.14,7.79
2013-11-18 00:00:00,93.03,0.58509434,Oil,16172,45.06,14.21,16.8,0.07,7.09
2013-11-15 00:00:00,93.8,0.589937107,Oil,12305,33.45,11.43,9.23,0.29,9.46
2013-11-14 00:00:00,93.76,0.589685535,Gas,12475,12.66,7.96,6.91,-1.24,9.67
2013-11-13 00:00:00,93.91,0.590628931,Oil,17986,46.87,6.41,5.21,-0.7,6.37
2013-11-12 00:00:00,93.12,0.585660377,Petroleum,9491,40.07,11.97,8.64,-0.46,8.93
2013-11-11 00:00:00,95.13,0.598301887,Petroleum,14822,26.72,13.9,8.6,1.91,6.16
2013-11-08 00:00:00,94.56,0.594716981,Gas,10684,17.71,12.87,15.89,-2.83,6.75
2013-11-07 00:00:00,94.25,0.592767296,Gas,12813,16.11,7.31,17.78,-2.42,4.12
2013-11-06 00:00:00,94.74,0.595849057,Gas,16025,11.53,11.51,5.49,2,2.59
2013-11-05 00:00:00,93.4,0.587421384,Gas,13889,38.3,12.24,11.41,0.42,5.97
2013-11-04 00:00:00,94.58,0.594842767,Oil,12569,29.72,6.59,7.97,0.22,8.39
2013-11-01 00:00:00,94.56,0.594716981,Petroleum,6200,40.33,11.6,11.17,2.2,4.91
2013-10-31 00:00:00,96.29,0.605597484,Petroleum,8220,40.6,14.5,7.89,-1.67,9.79
2013-10-30 00:00:00,96.81,0.608867925,Oil,13882,12.33,10.07,13.41,-1.05,7.77
2013-10-29 00:00:00,98.29,0.618176101,Oil,9101,44.57,13.66,17.17,2.97,5.01
2013-10-28 00:00:00,98.74,0.621006289,Petroleum,5601,19.58,12.81,5.42,-2.86,8.02
2013-10-25 00:00:00,97.4,0.612578616,Gas,14301,14.23,7.54,17.3,-0.15,1.45
2013-10-24 00:00:00,96.65,0.607861635,Petroleum,16144,40.78,11.56,6.98,-0.65,4.53
2013-10-23 00:00:00,96.9,0.609433962,Oil,6377,36.25,8.74,16.89,-1.18,4.74
2013-10-22 00:00:00,97.63,0.614025157,Petroleum,18602,25.68,8.36,12.27,2.03,4.73
2013-10-21 00:00:00,99.28,0.624402516,Petroleum,19348,13.43,7.24,19.55,1.98,4.22
2013-10-18 00:00:00,100.87,0.634402516,Petroleum,9494,35.01,10.79,19.85,-0.26,1.47
